,Gain,Cover,Weight,Shap
0,0.8434782608695651,0.8646288209606988,0.8583690987124463,0.868421052631579
1,0.8916666666666666,0.888888888888889,0.8925619834710744,0.9008264462809917
2,0.8724279835390947,0.8688524590163934,0.8582995951417003,0.8879668049792531
3,0.8983050847457628,0.8983050847457628,0.8898305084745762,0.9067796610169492
4,0.8644067796610169,0.860759493670886,0.8728813559322035,0.8728813559322035
5,0.8622222222222222,0.8571428571428571,0.8738738738738739,0.8849557522123894
6,0.8389830508474576,0.8298755186721991,0.8595744680851064,0.8474576271186441
7,0.8362068965517241,0.8620689655172414,0.8298755186721991,0.8510638297872342
8,0.860759493670886,0.8630705394190872,0.869198312236287,0.869198312236287
9,0.883116883116883,0.8608695652173913,0.8771929824561403,0.8947368421052632
10,0.8706896551724138,0.8632478632478633,0.8744588744588745,0.8706896551724138
11,0.888888888888889,0.8793103448275862,0.8744588744588745,0.8717948717948718
12,0.8702928870292886,0.8688524590163934,0.8641975308641976,0.8641975308641976
13,0.8225108225108225,0.8138528138528139,0.8225108225108225,0.8157894736842105
14,0.8398268398268397,0.832618025751073,0.8448275862068967,0.8398268398268397
15,0.832618025751073,0.8384279475982533,0.8448275862068967,0.8284518828451882
16,0.8669527896995709,0.8497854077253219,0.8497854077253219,0.8425531914893618
17,0.8813559322033898,0.860759493670886,0.8702928870292886,0.876595744680851
18,0.8412017167381975,0.8421052631578947,0.8634361233480178,0.8434782608695651
19,0.8448275862068967,0.8558951965065502,0.8583690987124463,0.8571428571428571
20,0.8523206751054853,0.857142857142857,0.8438818565400843,0.8547008547008547
21,0.8717948717948718,0.8695652173913043,0.8646288209606988,0.8461538461538461
22,0.8534482758620691,0.8510638297872342,0.8559322033898304,0.8500000000000001
23,0.8510638297872342,0.8583690987124463,0.8547008547008547,0.8595744680851064
24,0.8558951965065502,0.8421052631578947,0.854625550660793,0.8521739130434782
25,0.8535564853556484,0.8559322033898304,0.8510638297872342,0.8619246861924686
26,0.8471615720524018,0.8434782608695651,0.8646288209606988,0.8484848484848484
27,0.8898305084745762,0.8744588744588745,0.8851063829787236,0.8695652173913043
28,0.8583690987124463,0.8669527896995709,0.8744588744588745,0.8680851063829788
29,0.8907563025210083,0.9029535864978903,0.8983050847457628,0.8991596638655462
30,0.8318584070796461,0.8471615720524018,0.854625550660793,0.8333333333333334
31,0.8421052631578947,0.8658008658008658,0.8646288209606988,0.8669527896995709
32,0.860759493670886,0.8908296943231442,0.8644067796610169,0.8717948717948718
33,0.8398268398268397,0.8412017167381975,0.8434782608695651,0.8571428571428571
34,0.8510638297872342,0.860759493670886,0.8583690987124463,0.8595744680851064
35,0.8215767634854773,0.8270042194092826,0.8311688311688312,0.8389830508474576
36,0.8744939271255061,0.8605577689243028,0.873469387755102,0.8816326530612244
37,0.8620689655172414,0.8608695652173913,0.8484848484848484,0.8658008658008658
38,0.8416666666666667,0.8429752066115702,0.8319327731092437,0.8474576271186441
39,0.815450643776824,0.8487394957983194,0.8547717842323652,0.8644067796610169
40,0.832618025751073,0.8347826086956522,0.8370044052863436,0.8296943231441049
41,0.8484848484848484,0.8347826086956522,0.8471615720524018,0.8521739130434782
42,0.8290598290598291,0.8461538461538461,0.8534482758620691,0.8510638297872342
43,0.8916666666666666,0.8724279835390947,0.8677685950413223,0.8991596638655462
44,0.8655462184873949,0.860759493670886,0.857142857142857,0.8655462184873949
45,0.8311688311688312,0.8305084745762712,0.8389830508474576,0.8412017167381975
46,0.8,0.8018018018018018,0.8161434977578476,0.8303571428571429
47,0.8547008547008547,0.8484848484848484,0.8608695652173913,0.8669527896995709
48,0.8658008658008658,0.8646288209606988,0.8571428571428571,0.8571428571428571
49,0.8362068965517241,0.8347826086956522,0.8434782608695651,0.8484848484848484
