,Gain,Cover,Weight,Shap
0,0.8266666666666665,0.8303571428571429,0.824561403508772,0.826086956521739
1,0.8629032258064515,0.8536585365853658,0.8548387096774194,0.8547717842323652
2,0.8535564853556484,0.8559670781893004,0.8416666666666667,0.8284518828451882
3,0.8583333333333333,0.860759493670886,0.857142857142857,0.8717948717948718
4,0.8461538461538461,0.8497854077253219,0.825531914893617,0.8389830508474576
5,0.8416289592760182,0.8533333333333334,0.8444444444444446,0.8392857142857143
6,0.808695652173913,0.8220338983050847,0.8185654008438819,0.803347280334728
7,0.8421052631578947,0.832618025751073,0.8347826086956522,0.8189655172413793
8,0.8583333333333333,0.8438818565400843,0.8416666666666667,0.8354430379746836
9,0.8672566371681416,0.8634361233480178,0.8722466960352423,0.8521739130434782
10,0.8596491228070176,0.8744588744588745,0.8534482758620691,0.8471615720524018
11,0.8658008658008658,0.876595744680851,0.8669527896995709,0.8717948717948718
12,0.8619246861924686,0.8547717842323652,0.8547717842323652,0.8311688311688312
13,0.7876106194690266,0.807017543859649,0.7894736842105263,0.794759825327511
14,0.8384279475982533,0.8318584070796461,0.8362068965517241,0.826086956521739
15,0.8275862068965517,0.8311688311688312,0.7948717948717948,0.8034188034188033
16,0.810126582278481,0.8103448275862069,0.7982832618025751,0.8189655172413793
17,0.8559322033898304,0.8523206751054853,0.8474576271186441,0.832618025751073
18,0.8290598290598291,0.8412017167381975,0.832618025751073,0.8311688311688312
19,0.8157894736842105,0.8596491228070176,0.8051948051948052,0.8333333333333334
20,0.8510638297872342,0.8196721311475411,0.8132780082987551,0.8050847457627119
21,0.8608695652173913,0.8583690987124463,0.8412017167381975,0.8340425531914893
22,0.8298755186721991,0.8368200836820082,0.8451882845188285,0.8535564853556484
23,0.8284518828451882,0.8451882845188285,0.8319327731092437,0.8235294117647057
24,0.8333333333333334,0.8484848484848484,0.8275862068965517,0.8497854077253219
25,0.8595744680851064,0.8680851063829788,0.8425531914893618,0.8275862068965517
26,0.832618025751073,0.8384279475982533,0.8370044052863436,0.8471615720524018
27,0.8484848484848484,0.8398268398268397,0.8425531914893618,0.8376068376068375
28,0.824561403508772,0.8521739130434782,0.8193832599118943,0.8370044052863436
29,0.8524590163934428,0.860759493670886,0.8429752066115702,0.8333333333333333
30,0.8275862068965517,0.8434782608695651,0.8296943231441049,0.808695652173913
31,0.8434782608695651,0.8448275862068967,0.8434782608695651,0.8398268398268397
32,0.8421052631578947,0.8695652173913043,0.8362068965517241,0.8209606986899564
33,0.8225108225108225,0.8311688311688312,0.832618025751073,0.815450643776824
34,0.832618025751073,0.8270042194092826,0.8220338983050847,0.8170212765957446
35,0.810126582278481,0.8151260504201681,0.811715481171548,0.7966804979253113
36,0.859504132231405,0.8559670781893004,0.8373983739837398,0.8273092369477911
37,0.8305084745762712,0.8464730290456431,0.8240343347639485,0.8173913043478261
38,0.8200836820083683,0.8065843621399178,0.8166666666666667,0.8264462809917354
39,0.8354430379746836,0.8278688524590164,0.8333333333333333,0.8235294117647057
40,0.8193832599118943,0.8122270742358079,0.8303571428571429,0.8177777777777777
41,0.8138528138528139,0.808695652173913,0.8189655172413793,0.8138528138528139
42,0.8347826086956522,0.8290598290598291,0.8311688311688312,0.811965811965812
43,0.859504132231405,0.8677685950413223,0.8500000000000001,0.8416666666666667
44,0.8270042194092826,0.8298755186721991,0.8181818181818183,0.8298755186721991
45,0.8138528138528139,0.826086956521739,0.8138528138528139,0.8173913043478261
46,0.7963800904977375,0.7837837837837839,0.7577092511013215,0.767123287671233
47,0.811965811965812,0.8122270742358079,0.8068669527896997,0.811965811965812
48,0.8448275862068967,0.8620689655172414,0.8484848484848484,0.8407079646017699
49,0.8193832599118943,0.8122270742358079,0.8068669527896997,0.7894736842105263
